"name","score","genre","thumbnail","userscore","summary","platform","publisher","developer","rating","rlsdate","url"
"Papers, Please","85","Adventure","http://static.metacritic.com/images/products/games/0/a891295ca304cd417a8166ac28c4b6db-98.jpg","8.5","The communist state of Arstotzka has just ended a 6-year war with neighboring Kolechia and reclaimed its rightful half of the border town, Grestin. Your job as immigration inspector is to control the flow of people entering the Arstotzkan side of Grestin from Kolechia. Among the throngs of immigrants and visitors looking for work are hidden smugglers, spies, and terrorists. Using only the documents provided by travelers and the Ministry of Admission's primitive inspect, search, and fingerprint systems you must decide who can enter Arstotzka and who will be turned away or arrested.","PC","3909","Lucas Pope","","2013-08-08","http://www.metacritic.com/game/pc/papers-please"
"Path of Exile","86","Role-Playing","http://static.metacritic.com/images/products/games/4/4b4e914f6350a95fd23789593c5d4e9e-98.jpg","8","Path of Exile is an online Action RPG set in the dark fantasy world of Wraeclast. They're a small independent team of hardcore gamers based in New Zealand and have created Path of Exile as the game that they'd want to play themselves. It is designed around a strong barter-based online item economy, deep character customisation, competitive PvP and ladder races. The game is completely free and will never be ""pay to win"". [Grinding Gear Games]","PC","Grinding Gear Games","Grinding Gear Games","","2013-01-25","http://www.metacritic.com/game/pc/path-of-exile"
"Payday 2","79","Action","http://static.metacritic.com/images/products/games/0/ef8f1ffab379385158beecdc72c259a8-98.jpg","3.4","PAYDAY 2 is a four-player co-op shooter that has you sporting the masks of the original PAYDAY gang – Dallas, Hoxton, Wolf and Chains – as they hit on Washington D.C. for an epic crime rampage. The new CRIMENET network offers a vast array of dynamic contracts - choose anything from small-time store rips, cyber-crime or major bank vaults for that lucrative PAYDAY.","PC","505 Games","Overkill Software","M","2013-08-13","http://www.metacritic.com/game/pc/payday-2"
"Payday: The Heist","76","Action","http://static.metacritic.com/images/products/games/6/bc44fec415d597e541a23d693678de57-98.jpg","7.8","Players will embark on a spectacular crime spree of six heart stopping heists, including blasting their way through a downtown bank vault robbery, managing hostages in an armored car hijacking and even a midnight infiltration of a top-secret, high-security facility. Additionally, PAYDAY: The Heist challenges players with dynamic environments and adaptive enemy tactics - meaning no scenario will ever play out the same way twice. Teamwork is essential to ensure crew members provide cover under fire, guard key access points, break through various security measures and keep civilians in check. Survive wave after wave of the best that law enforcement can deploy as they shift strategies in response to player actions and gameplay style.","PC","Sony Online Entertainment","Overkill Software","M","2011-10-20","http://www.metacritic.com/game/pc/payday-the-heist"
"Pillars of Eternity","89","Role-Playing","http://static.metacritic.com/images/products/games/7/7f6d11440eb7fb72d5173eb951a2d215-98.jpg","8.4","Eternity aims to recapture the magic, imagination, depth, and nostalgia of classic RPG's that Obsidian enjoyed making - and playing. Eternity takes the central hero, memorable companions and the epic exploration of Baldur’s Gate, adds in the fun, intense combat and dungeon diving of Icewind Dale, and ties it all together with the emotional writing and mature thematic exploration of Planescape: Torment. Choose to play as one of the six playable races: Human, Aumaua, Dwarf, Elf, Godlike, and Orlan. Whether you're playing a stout Dwarf, a towering Aumaua, or one of the otherworldly Godlike, Eternity's plethora of playable races scratch every role-playing itch you may have and allow for deep character customization. [Obsidian]","PC","Paradox Interactive","Obsidian Entertainment","M","2015-03-26","http://www.metacritic.com/game/pc/pillars-of-eternity"
"Pixel Puzzles: Japan",NA,"Miscellaneous","http://static.metacritic.com/images/products/games/9/d5e9a2d32c5d3e1d903cdf24964526fe-98.jpg","6","","PC","KISS Ltd.","Decaying Logic","","2014-04-17","http://www.metacritic.com/game/pc/pixel-puzzles-japan"
"Plague Inc: Evolved",NA,"Strategy","http://static.metacritic.com/images/products/games/4/fbc5cb722f05b30ffb584401ec33052e-98.jpg","7.8","Can you infect the world? Your pathogen has just infected 'Patient Zero'. Now you must bring about the end of human history by evolving a deadly, global Plague whilst adapting against everything humanity can do to defend itself. Plague Inc: Evolved is a unique mix of high strategy and terrifyingly realistic simulation which is now available on PC via Steam Early Access. Plague Inc. has infected over 25 million players to date and has now been entirely redeveloped for PC. Get ready to take strategy gaming to the next level!","PC","Ndemic Creations","Ndemic Creations","","2014-02-20","http://www.metacritic.com/game/pc/plague-inc-evolved"
"Planetary Annihilation","62","Strategy","http://static.metacritic.com/images/products/games/7/509464acba82f4206987e9818ba2f50d-98.jpg","5.6","Planetary Annihilation brings Real-Time Strategy to a new generation of gamers in a way they've never been seen before - taking large scale real time strategy games from the past to gameplay on a planetary scale.","PC","Uber Entertainment","Uber Entertainment","E10+","2014-09-05","http://www.metacritic.com/game/pc/planetary-annihilation"
"Planetary Annihilation: TITANS",NA,"Strategy","http://static.metacritic.com/images/products/games/98w-game.jpg","5.7","","PC","Uber Entertainment","Uber Entertainment","","2015-08-18","http://www.metacritic.com/game/pc/planetary-annihilation-titans"
"Planetbase",NA,"Strategy","http://static.metacritic.com/images/products/games/2/f1977b8ca29834e4acce14e26a64e8f1-98.jpg","7.8","Guide a group of space settlers trying to establish an outpost on a remote planet. Grow food, collect energy, mine resources, manufacture bots, and build a fully self-sufficient colony.","PC","Madruga Works","Madruga Works","","2015-10-16","http://www.metacritic.com/game/pc/planetbase"
"PlanetSide 2","84","Role-Playing","http://static.metacritic.com/images/products/games/7/82f06310b62a6297c2568d4904227f1f-98.jpg","7","PlanetSide 2 is an MMO FPS set in an online persistent world where the war wages non-stop and the balance of power shifts with every base and territory captured and lost.","PC","Sony Online Entertainment","Sony Online Entertainment","T","2012-11-20","http://www.metacritic.com/game/pc/planetside-2"
"Platypus II",NA,"Action","http://static.metacritic.com/images/products/games/0/7c5753198c277a5cc6c309580b5ee8ff-98.jpg",NA,"Fly one of four models of the Platypus fighter through a landscape of molded clay and team up with friends in a cooperative mode.","PC","Reflexive Entertainment","Retro 64","","2007-02-14","http://www.metacritic.com/game/pc/platypus-ii"
"Portal 2","95","Action","http://static.metacritic.com/images/products/games/8/8ebc9aa5758d569f33e543d9fb629545-98.jpg","8.8","Valve is working on a full-length sequel to its award-winning, mind-bending puzzle action game for the Xbox 360 and PC.","PC","Valve Software","Valve Software","E10+","2011-04-19","http://www.metacritic.com/game/pc/portal-2"
"Postal 2","50","Action","http://static.metacritic.com/images/products/games/4/28a9e354f99a58ee154458a1d84c2878-98.jpg","8","Forget what you know about first person shooters. Walk a week in the Postal Dude?s shoes. Freely explore full 3-D open ended environments. Interact with over 100 unique NPC's including Gary Coleman, marching bands, dogs, cats and elephants, protesters, policemen and civilians, with or without weapons. POSTAL 2 is all about choice; experiment with everyone and everything. And remember... it's only as violent as you are! [Running With Scissors]","PC","Whiptail Interactive","Running With Scissors","M","2003-04-14","http://www.metacritic.com/game/pc/postal-2"
"Prison Architect","83","Other Strategy Games","http://static.metacritic.com/images/products/games/9/b6dfab3bcf32cddf2fbb5b61188ad7cc-98.jpg","8.4","Construct and manage a maximum security prison.","PC","Introversion","Introversion","","2015-10-06","http://www.metacritic.com/game/pc/prison-architect"
"Pro Cycling Manager Season 2015","66","Sports","http://static.metacritic.com/images/products/games/9/503644f5dbaf2b2ecffe448fed3a4fd4-98.jpg","","","PC","Focus Home Interactive","Cyanide","","2015-06-18","http://www.metacritic.com/game/pc/pro-cycling-manager-season-2015"
"Pro Evolution Soccer 2015","82","Sports","http://static.metacritic.com/images/products/games/1/89955298261f3350d6b59b57dc1770d6-98.jpg","5.8","KONAMI has reworked a number of elements to make sure that every pass, shot or off-the-ball run is balanced to give maximum player satisfaction within PES 2015's on-field action.","PC","Konami","Konami","","2014-11-13","http://www.metacritic.com/game/pc/pro-evolution-soccer-2015"
"Pro Evolution Soccer 2016","76","Sports","http://static.metacritic.com/images/products/games/8/3d413f023c12e54cc89eb9a6ed38f308-98.jpg","4.2","PES 2016 comes with a host of new and improved features: Master League – completely overhauled from presentation to running of your team; New night time lighting and player models using Fox Engine; Human motion – 3x more animations for players and goalkeepers; Dynamic weather – Rain starts during matches; Deeper team intelligence – Player and team behaviour taken to the next level.","PC","Konami","Konami","E","2015-09-16","http://www.metacritic.com/game/pc/pro-evolution-soccer-2016"
"Project CARS","83","Driving","http://static.metacritic.com/images/products/games/2/f819344db4b448e8f7ce41126b45fba8-98.jpg","7","Create a driver, pick from a variety of motorsports, and shift into high gear to chase a number of Historic Goals and ultimate recognition in the Hall Of Fame. Then test your skills online either in competitive fully-loaded race weekends, leaderboard-based time challenges, or continually-updated community events.","PC","Bandai Namco Games","Slightly Mad Studios","E","2015-05-06","http://www.metacritic.com/game/pc/project-cars"
